WineryName	Count
Qupé	140
Henri Prudhon & Fils	140
Domaine Le Sang des Cailloux	140
Château le Bourdieu Vertheuil	140
Realm	139
Château Jacques Noir	139
White Oak	139
Quinta da Falorca	139
Château de Dracy	139
Château Gandoy-Perrinat	139
Pagliaia	139
Château Canteloudette	138
Château La Tour Haut-Brion	138
Château Suau	138
Hospices de Nuits	138
Château de Marchesseau	138
Château de Respide	138
Bodegas la Tonada	138
Fattoria Paradiso	138
Weingut Reinhold Haart	137
Domaine Jeannin Naltet	137
Martinez Bujanda	137
Le Regge	137
Bernard Faurie	137
Karl H. Johner	137
McBride Sisters	136
Vignobles Lavaud	136
Virely-Rougeot	136
Maculan	135
Henri Richard	135
Abad	135
Erwin Sabathi	135
Expert Club	134
Château Merville	134
Château Pomys	134
Monte Giove	133
Château Moulin Pey-Labrie	133
Château Morin	133
Kiona Vineyards	133
Rotem & Mounir Saouma	133
Château Haut-Bages Averous	133
Cantine Volpi	133
Foucard & Fils	132
Agramont	132
Oristan	132
Saint Gayan	132
Fattoria Zerbina	132
Houghton	132
Maison Henri Boillot	131
Manischewitz	131
Château Bélingard	131
Julia James	131
Château Grand Martinet	130
Joseph Burrier (Château de Beauregard)	130
Château la Fleur Saint Georges	130
Château de Haux	129
Hafner	129
Château La Borie	129
Château Haut Corbin	129
Château Petrus Gaïa	129
Château de Villambis	129
Château La Croix-Toulifaut	129
Dr. Heger	129
Paul Barre	129
Sanford	128
Senorio de Ondas	128
Ballot Millot	128
Côtes d'Olt	127
Les Armes de Chablis	127
Morey-Coffinet	127
Château Rochebelle	127
Domaine Belle	127
Tenuta Pozzopalo	127
Mount Langi Ghiran	127
Le Boncie	127
Philippe Foreau	127
Domaine Wardy	126
Tiflis Wine Cellar	126
Domaine du Roucas de St Pierre	126
P.Lex	125
Albert Boxler	125
Kante	125
Château Tour Bellevue	125
Château Belle Garde	125
Gordo	124
Château Faurie de Souchard	124
Corte Aleardi	124
Bodegas Carrau	124
Quinta da Sequeira	124
Chanin	124
Château Barthez	124
Château Belair Saint-Georges	123
Jean-Marc Morey	123
Philippe et Vincent Lécheneaut	123
Domaine Jean-Marc Bouley	123
Domaine Barmès Buecher	123
Renwood	123
Château Vieux Coutelin	123
Infinitus	123
Tre Donne	123
Daniel Roland et Gisele Vernay	123
Tierras y Viñas	123
Domaine Bryczek	123
Domaine Chapelle et Fils	122
Augey	122
Château Redortier	122
Château Magence	122
Château Le Prieuré	122
Château Magondeau	121
Château Vieux Faurie	121
Terre Molin	121
John's Blend	120
Domaine Humbert Frères	120
Château Martinens	120
Castelvero	120
L'Union des Vignerons des Côtes du Rhône	120
Château Hennebelle	120
Château Joly	120
Seigneur de Lauris	120
Robert Ampeau et Fils	120
Château La Garde	120
Château Real-Caillou	120
Primitivo Quiles	120
Jean & Pierre Testuz	120
Domaine de Viaud	119
Domaine Jaboulet Vercherre	119
Fattoria I Veroni	119
Jean-Luc & Eric Burguet	119
Château Noble Meynard	119
Dr. Konstantin Frank	119
La Cave de Bennwihr	119
Château Fontarney	118
Clos Sainte-Anne	118
Tobia	118
Barros	118
Quinta do Pinto	118
Château Sablard du Grand Moine	118
Azienda Agraria Santa Lucia	118
Domaine de la Poulette	118
Veliterna Vini	118
Clos Malverne	117
Château Cordeillan-Bages	117
Domaine du Clos des Fées	117
Tierra del Fuego	117
Domaine Les Chenevières	117
Immich-Batterieberg	117
Château du Cayrou	117
Schloss Saarstein	117
S.C. Guillard	117
Didier Fornerol	116
Château Haut Cloquet	116
Bernard Delagrange	116
Stonestreet	116
Mastro Binelli	116
Leyendas de Familia	116
Château Picourneau	116
Domaine Ragot	116
Ginestet	116
Château La Clare	115
Château Clos Saint Martin	115
Les Vaux Sereins	115
Paul Pernot	115
Château La Rose Brana	115
Le Vigne di San Pietro	115
Bodegas El Cidacos	115
Carranc	114
Château Donissan	114
Bernhard Huber	114
Hill-Smith Estate	114
Alasia	114
Chartron et Trébuchet	114
Château Robin	114
Gray Monk	113
Del Dotto	113
Campante	113
Château Puy Castera	113
Domaine Parigot	113
Château La Renaissance	113
Marcel Langoux	112
Govone	112
Irvine	112
Marks & Spencer	112
Château du Perier	112
Château Liouner	112
Château Elisee	111
Fantesca Estate	111
Dorigo	111
Cape Heights	111
Luciana Cordioli	111
Pierre Naigeon	111
Chateau Paradis Casseuil	110
Château Seguineau	110
Salomon Undhof	110
Naia	110
San Silvestro	110
Portal del Alto	110
Rolet	110
Kathryn Kennedy Winery	110
Château La Fleur du Casse	110
Château la Croix de Berny	110
Château des Maures	110
Provins	110
Domaine des Escaravailles	110
Jean Luc Joillot	109
Stefano Farina	109
Sinuelo	109
Château le Meynieu	109
Château des Tourelles	109
Quinta de Santiago	109
Quintus	109
Domaine du Pavillon	109
Seppelt	109
Quinta de S. José	109
Domaine Maume	109
Domaine François Buffet	109
Château Finet	109
Château Plincette	109
Finca Manzanos	109
Domaine Glantenay	108
Moccagatta	108
Château Bechereau	108
Il Teatro del Vino	108
Peter & Peter	108
Domaine Odoul-Coquard	108
Château La Mouline	108
Château Haut-Milon	107
Malat	107
Keystone	107
Comte de Terrefont	107
Domaine Dominique Gallois	107
Domaine Bachelet-Ramonet	107
Von Othegraven	106
Iron Horse	106
Château La Chapelle des Tours	106
Château Les Combes	106
Michael Frank	106
Château Capitoul	106
Château Baron Bellevue	106
Château de Cardaillan	106
Reine Pédauque	106
Marqués de Carrión	106
Karl Erbes	106
Gruber Röschitz	105
Il Palazzone	105
Sine Qua Non	105
Robert Weil	105
Victor Berard	105
Domaine Bernard Moreau et Fils	105
Truchard	105
Roc de Puisseguin	105
Château Vieux Chaigneau	105
Dopff au Moulin	105
François Millet	105
Padelletti	105
Vadiaperti	104
Two Vines	104
Albert Morot	104
Anta Banderas	104
Alain Roux & Fils	104
Château d'Etroyes	104
Domaine Boyar	104
Zema	103
Château Vieux Ferrand	103
Coste-Caumartin	103
Izway	103
Château Sainte-Marie	103
Châteaux Destieux Veyrac	103
Granja União	103
Domaine Philippe Naddef	103
Domaine de la Roncière	103
Alzinger	102
Casale Daviddi	102
Château Haut Coteau	102
Flavio Roddolo	101
Château Chambert-Marbuzet	101
Jean Marc Pillot	101
Marc Sorrel	101
Château Monplaisir	101
Finca La Escondida	101
Château les Petites Ranga	101
Domaine Jomain Fréres	101
Groszer Wein	101
Fattoria San Francesco	101
Château Capet	101
Santa Lucia	100
Musso	100
Cascina Garitina	100
Dr. Pauly-Bergweiler	100
Château La Violette	100
Château Vaugelas	100
Marsaglia	100
Château Tour Saint-Pierre	100
Costaripa	99
Vieux Château Gachet	99
Domaine Christian Clerget	99
Château Croix de Tourans	99
Torre de Oña	99
Jakob Jung	99
Calcareous	99
Vieux Château Champs de Mars	99
Robert Young Estate Winery	99
Château Le Jurat	99
Domeco de Jarauta	98
Château Barateau	98
Conte Ottavio Piccolomini	98
Longridge Winery	98
Borgo Scopeto	98
Gagnard-Delagrange	98
Château Sainte-Jeanne	98
Era dos Ventos	98
Cave des Vins de Sancerre	98
Villa Montes	98
Château Petit Bert	98
Redbank	98
Château La Vaisinerie	98
Joel Gott	98
Corino	97
Il Poggiolo Rodolfo Cosimi	97
Huguenot	97
Château Graulet	97
Bodegas Esmeralda	97
Forest Hill	97
Trinitas	97
Convento Viejo	97
Château Cabannieux	96
Le Casalte	96
Château Perthus	96
L.Thienpont	95
Dard & Ribo	95
Manzone	95
Korta	95
Prinz von Hessen	95
Azienda Biologica Basile	95
Seavey Vineyard	95
Chevaux des Girondins	95
Sean Thackrey	95
GWF Frankenwein	94
Château Tour Saint-André	94
René Lequin-Colin	94
Quinta de Arcossó	94
Marchand Grillot	94
Château Blagnac	94
Château Fougas	94
Château Camino Salva	93
Château Lestage-Darquier	93
Château Bonneau	93
Bodegas Ismael Arroyo	93
Durigan	93
Azienda Agricola Pugnane	93
Fonte do Ouro	93
Château Grand Launay	93
La Sorte	92
Château Tour du Roc Milon	92
Niel Joubert	92
Canção	92
Abreu	92
Domaine de Rabusas	92
Cheval Quancard	92
Rooiberg Winery	92
Craiglee	91
Balgownie Estate	91
Palacio de Anglona	91
Domaine de Pierredon	91
Flor del Montgó	91
Domaine de la Laidiere	91
Livernano	91
Badia al Colle	91
Bernard Munier	91
Viúva Gomes	90
Cassal del Ronco	90
Le Pin	90
The Wine Society	90
Joel Taluau	90
Allende	90
Domaine Follin-Arbelet	90
Blaauwklippen	90
Moillard-Grivot	89
Château Myon de l'Enclos	89
Prada a Tope-Palacio de Canedo	89
Marqués de Arviza	88
Cascina del Colle	88
Tbilvino	88
Daniel Bocquenet	88
Château les Chaumes	88
Château Aillan	88
I Mandorli	88
Gusto	88
Château Mouchet	88
Feudo di San Maurizio	88
Château Saint Louis	87
Château Beausejour de Bonalgue	87
Terre di Puglia	87
Château Violette	87
Machiavelli	87
Château Caruel	87
Remoriquet	87
Seignouret Frères	87
Balgera	87
Fattoria Le Fonti	87
Goldschmidt Vineyards	86
Frias	86
Château Haut Macô	86
Vignobles Meyre	86
Bric Cenciurio	86
Domaine de Granajolo	86
Grigolli	86
Windsor	86
CDL	86
Jean Geiler	85
Piazzo	85
Stanley	85
Tomich Wines	85
Cuvaison	85
Walnut Crest	85
Sogrape	85
Umathum	85
Lava Cap	85
Château de Pitray	84
Château Les Grandes Murailles	84
Ànima Negra	84
Seven of Hearts	84
Gehringer Brothers	84
Bitouzet-Prieur	84
Bader-Mimeur	84
Galadino	83
Benedetti La Villa	83
Domaines Philippe Porcheron	83
Laurent Roumier	83
Château La Truffe	83
Jean-Marc Millot	83
Curious Beasts	83
Château de Clairefont	83
Robert Giraud	83
Pietro Nera	82
Pascal Janvier	82
Clos Saint Andre	82
Cave du Château de Chenas	82
Domaine Voarick	82
Bruno Desaunay Bissey	82
Collezione Privata	81
Château Belle-Brise	81
La Francette	81
Les Brebis	81
Ardhuy	81
Domaine Sauger	81
The Winery of Good Hope	81
Domaine Chapuis	81
Domaine Poulleau Père & Fils	80
Vio Giobatta-BioVio	80
Black Cellar	80
Chateau Jonc-Blanc	80
Domaine des Baguiers	80
Terres des Templiers	79
Podere Laila	79
Mas d'en Blei	79
Leonardi	79
Caillot	79
Mönchhof	79
Knappstein	79
Château Vray Canon Boyer	78
Paul Ginglinger	78
Porta Palo	78
Château Plantey de la Croix	78
Zerioli	78
Château Constant Lesquireau	77
Domaine de Val Frais	77
Terreno	77
Domaine Marchand Freres	77
Tenute Orestiadi	77
Casa Roscoli	77
Château Saint Pierre	77
Avide	77
Domaine Gallet	77
Château Montgrand-Milon	76
Del Rei	76
Château Haut-Guiraud	76
Monteleiva	76
Arbor Mist	76
Dezzani	76
Pietro di Campo	76
Château Reignac de Tizac	76
Coursodon	76
Fort Ross	76
Quantum	75
Weingut Carl Ehrhard	75
Freiherr Langwerth von Simmern	75
Stella Rosa	75
Weingut Bernhard Jakoby	75
De Tarczal	75
Santos Jorge	75
Château Yveline	75
Berry Bros & Rudd	75
Domaine Lucien Jacob	75
San Fabiano	75
Jacques Cacheux	75
Zanlorenzi	74
Domaine Pavelot	74
Château Les Eyquems	74
Charles Noëllat	74
Domaine François Xavier de Vaux	74
Château Ruat Petit Poujeaux	74
Zebra View	74
Giuseppe Lonardi	73
Château Terrey-Gros-Cailloux	73
Ca' Rome'	73
J. Coudray-Bizot	73
Thomas Fogarty	73
Château de Roquebrune	73
Fassati	72
Château Bel Air	72
Bortoluzzi	72
Boissac	72
Val Duna	72
Clos de Bigos	72
Domaine des Souchons	72
Château Sémeillan Mazeau	72
Château La Bécasse	72
Kongsgaard	72
Montevannos	72
Weninger	72
Maison Roche de Bellene	72
Villa Sandi	72
Gilles Burguet	71
Russo	71
Brothers In Arms	71
Meroni	71
Biniagual	71
DFJ	71
Chateau Grand Traverse	70
Château Faget	70
Domaine Vocoret et Fils	70
Cantina del Redi	70
Anayón	70
Cantina Kurtatsch	70
Jean François Ganevat	69
Domaine Louis Remy	69
Dom Minval	69
Vignobles Poitou Operie	69
Château Mazeris Bellevue	69
Cantina Rotaliana	69
Château Monlot	69
Château Junayme	68
Monna Lisa	68
Domaine de Bablut	68
Château Lalande Villeneuve	68
Yves Boyer-Martenot	67
Pietro Rinaldi	67
Fornaro	67
Jean Féry & Fils	67
Lawson's	67
Piat Pére & Fils	67
Miali	67
Château Tour Coutelin	67
F. Verpoix	67
Château Toumalin	67
Lignier-Michelot	66
Georis	66
Weingut H. Schwaab-Kiebel	66
Domaine Jean Monnier & Fils	66
Del Grano	66
Vinarstvi Novosedly Vinofol	66
Michel & Stéphane Ogier	66
Eyzaguirre	65
Château de Chorey	65
David Fulton	65
Château de Juliénas	65
Farella Vineyards	65
Pighin	65
Château La Croix Davids	65
Irache	65
Sorrentino	65
Antichello	65
Domaine Rossignol-Février Père & Fils	65
Domaine du Burignon-Château Rochefort	65
Neudorf Vineyards	64
Château La Rosé Saint-Germain	64
Prats Freres	64
Château Tour Rigaud	64
Viapiana	64
Carmel (יקבי כרמל)	64
Domaine de la Perriere	64
Château Milon la Grave	63
Pierre Marey & Fils	63
Château Cassagne Haut-Canon	63
Borgo del Tiglio	63
Recchia	63
Comera	63
Fre	63
JJ Hahn	62
Summers	62
Optima	62
Auvigue	62
Henri Clerc	62
Château La Caminade	62
Weingut Netzl	62
Vignobles Dupeyrat & Fils	62
Tatachilla	62
Château Lartaude	62
Château Teysson	61
Domaine Regis Rossignol Changarnier	61
Saó del Coster	61
Yoichi Wine	61
Bella Sera	61
Antica Fattoria	61
Müller-Catoir	61
Patrick Miolane	61
Bouzereau-Gruère	61
Howard Park	61
Tenuta di Fiorano	61
Domaine Bart	61
Joseph Castan	60
Telteca	60
Christophe	60
Domaine Françoise André	60
Terre di Gioia	60
Antonutti	60
Jérôme Chézeaux	60
Gaudio-Bricco Mondalino	60
Domaine Chanzy	60
Señorío de la Serna	60
Domaine des Pasquiers	59
Daniel Moine-Hudelot	59
Chateau La Commanderie de Mazeyres	59
Fortant	58
Fabbrica di San Martino	58
Château Marsauda-Bellevue	58
Antawara	58
Château Pontet Chappaz	58
Cantina Parroco	58
Domaine Jean-Michel Gaunoux	58
La Sala	58
Domaine Venot	57
Domaine Jean Guiton	57
Château Fougeailles	57
Roccolo del Lago	57
Domaine de Cabasse	57
Château de Mille	57
Sangrato	57
Quinta do Olivardo	57
Viña Enterizo	57
Grans-Fassian	57
Domaine Jean Collet	57
Château Tour Pomys	57
Sylla Sebaste	57
Laurent Perrachon	57
Condesa de Leganza	56
Domaine de Rochebin	56
Fratelli Rabino	56
Domaine Mussy	56
I Tre Cipressi	56
Pierre Ponnelle	56
Zehnthof Luckert	56
Domaine Prunier	56
Marchetti	56
Le Colline dei Filari	56
Laposa	56
Manosso	56
Domaine Cornu	56
Château Nozieres	56
Milani	56
Königschaffhausen-Kiechlinsbergen	56
La Castellina Fondazione Fojanini	56
Les Fils Maye	55
Château Hostens-Picant	55
Colle Picchioni	55
A. Fougeres & Cie	55
Clos d'Audhuy	55
Azienda Agricola Poggio Salvi	55
Château Bergat	55
Château Haut Guillebot	55
Domaine Gabriel et Paul Jouard	55
Kendermanns	55
Ruppertsberger	54
Château Lambert	54
Domaine Chantal Lescure	54
Château Ferrand Lartigue	54
Michel & Marc Rossignol	54
Comte de Lauze	54
Coffele	54
Palazzo Vecchio	54
Bott Frères	54
Château Langoiran	54
Alexis Lichine	53
Henri Magnien	53
Château Constellation	53
Château Sainte-Luce Bellevue	53
Château Grand Bossuet	53
Domaine Fernand & Laurent Pillot	53
La Croix Laroque	53
Nicolas Fayolle	53
Leth	53
Château Lille-Coutelin	52
Lenz Winery	52
Wantirna Estate	52
Château des Cerfs	52
Kayra	52
Domaine Jean Charles Rion	52
Casa del Valle	52
Pascal Clément	52
August Kesseler	52
Red Hill Estate	51
Paradiso di Cacuci	51
Theo Cattin & Fils	51
Château Canon Chaigneau	51
La Casella	51
Artemis Karamolegos	51
Château le Couvent	51
Paul Achs	51
Eberle	51
Château Puy Guilhem	51
Familie Bauer	51
Château Bellerive	51
Michel Picard	51
Baden Trocken	51
Château Bellevue-Mondotte	51
Bertrand Machard de Gramont	51
Crane Lake	50
Nicolas Theuriet	50
Château Saint-Nicolas	50
Château Jeandeman	50
Château Tour du Roch-Milon	50
Château de Cayx	50
Quinta de Alderiz	50
Cave de Cairanne	50
Ormonde	50
Château de Comigne	50
Château Grand Renouil	50
Amador Cellars	50
Hinojosa	50
Maria Reumann	50
Castello di Selvole	50
Comtesse Bernard de Chérisey	50
Vieil Armand	49
Navarro Vineyards	49
Weingut Fritz Kupelwieser	49
Castillo de Vinaral	49
Michel Gay & Fils	49
Villa Iñigo	49
St. Hubertus Estate Winery	49
Tulloch	49
Forchir	49
Maison Roux-Oulié	49
Tomasella	49
Château Belloy	49
Domaine Roumagnac	48
Michel Frantz	48
Domaine Sylvain Langoureau	48
Gere Tamás	48
Jean Claude Bachelet & Fils	48
La Source	48
Domaine Jean Chauvenet	48
Cameron	48
Wm. Harrison	48
Château La Valade	48
Lauriers	48
Molinari Carlo	48
Neil Ellis	47
Pierre Luneau-Papin	47
Domaine Bois de Boursan	47
Christian et Pascal Menaut-La Jolivode	47
Ramirez de la Piscina	47
Montvac	47
Chateau Marbuzet	47
Fort du Mirail	47
Nicolas Dabudyk-Château Lariveau	47
Maurice Gavignet	47
Berceo	46
Serve	46
Günther Steinmetz	46
Trénel	46
Krauthaker	46
La Fornace	46
Dolle	46
Domaine de la Commanderie-Philippe Pain	46
Domaine de la Tour du Bon	46
Pinna Fidelis	46
Botte Buona	46
Confradeiro	46
Baron de Roche	46
Pikes	46
Domaine Philippe Delesvaux	46
Catafesta	46
Württembergische Weingärtner-Zentralgenossenschaft e. G.	46
Domaine la Casenove	45
Viña Marichalar	45
Château Les Graves de Lavaud	45
Castello di Luzzano	45
Winkler-Hermaden	45
Allendorf	45
Takahata	45
Tavridia	45
Château Damase	45
Xavier Flouret	45
Domaine Naudet	45
Les Jonqueyres	45
Henri & Philippe Jouan	45
Domaine Prieuré Roch	45
Château de Pasquette	45
Ermacora	45
André Lurton	45
Cornarea	45
Villa Ponte	44
Tiberio	44
Château Bayens	44
Château Rocher Bellevue Figeac	44
Marcio Lopes	44
Ferruccio Sgubin	44
Château Champ de Nayat	44
Weingut Loacker	44
Arthur Barolet & Fils	44
Château du Hureau	44
Bertrand Ambroise	44
Bürgerspital	44
Château Canterane	44
Sylvain Gaudron	44
Château de Môle	44
Morgadío	44
Château Baudare	44
Laballe	44
Domaine du Moulin de Dusenbach	44
Umberto Fiore	44
Pipers Brook Vineyard	43
Château Lachesnaye	43
Château Moulins-Listrac	43
Falchini	43
Pietraserena	43
Barone Cornacchia	43
Swartland Winery	43
Viña Arazu	43
Château Gravereau	43
Balestri Valda	43
Achaia Clauss	43
Château Tuileries de Lansac	43
Terre d'Agala	43
Evesham Wood	42
Baracco Pietro	42
Weingut Robert König	42
Château du Cèdre	42
Campo Burgo	42
Château Saint Marc	42
Les Caves des Hautes-Cotes	42
Château La Fleur Chevrol	42
Domaine Cauvard	42
Bischöfliche Weingüter Trier	42
Domaine Maldant Pauvelot	42
Precision	42
Poggio Tosco	42
Château Fleur de Plaisance	42
René Cacheux	42
Jean-Louis Moissenet-Bonnard	42
L'Avenir	42
Savanha	42
Chapelle de Novilis	41
Le Vigne di Cà Nova	41
Vigne di San Donaci	41
Kelham	41
Jurtschitsch	41
Cingles Blaus	41
Château Segonnes	41
Greenock Creek	41
Sandalford	41
Azienda Agricola Signano	41
Domaine Marcilhac	40
Domaine de la Tour-Domaine Joblot Fabrice	40
Domaine Cady	40
Château Le Piat	40
Bodegas Breton Criadores	40
Hagafen	40
Frederic Mochel	40
Bethany	40
Hope Estate	40
Domaine Nicolas Rossignol	40
Cardwell Hill	40
Cantine Cavallotti	40
Moulin de la Roque	40
Casa de Saima	39
Las Campanas	39
Casata Monticello	39
Serveau & Fils	39
Contratto	39
Domaine de la Citadelle	39
Gavioli Antica	39
Domaine Pascal Marthouret	39
Karlsmühle	39
Château Peyrolan	39
Morris of Rutherglen	39
Corbett Canyon	39
Domaine de Pouilly	39
Montellori	39
Mont'Albano	38
Château de Prade	38
Domaine des Coteaux des Travers	38
Faccin	38
Château les Hautes Tuileries	38
Mitchelton	38
Callabriga	38
Pinto	38
Casata Merge	38
Albert Boillot	38
Château Turcan	38
Bestheim	38
Château La Tuilerie du Puy	38
Berthenet	38
Domaine Henri Delagrange et Fils	37
Turley	37
Clos des Moines	37
Mill Creek	37
Domaine Drevon	37
Pavillons de Saint Estephe	37
Château Moulin des Laurets	37
Chris Ringland	37
Vignobles Dorneau	37
Château de Viaud	37
Château de Blissa	37
Gatt Wines	37
Juris	36
Château Durand Moreau	36
Rothbury Estate	36
Jean Tardy & Fils	36
Popphof	36
Castillo de Enériz	36
Château Gontier	36
Château de Malle	36
Plou & Fils	36
Rabl	36
Vaucher Père & Fils	36
Schmitges	35
Monkey Puzzle	35
Domaine Pillot et Laurent Romain-Jean Michel et Laurent Pillot	35
Messina Hof	35
Mathilde Lafleur	35
Château Canon de Brem	35
Nantucket Vineyard	35
Cantine Ronco	35
Château Duplessy	35
Redbank Winery	35
Concilio	35
Grimaldi Luigino	34
Rubissow	34
Skolni Statek Melnik	34
Domaine Jean Defaix	34
Château Chaigneau	34
Huber-Verdereau	34
Bodegas Victorianas	34
Castel Huniade	34
Heller Estate	33
Château du Bois de Tau	33
Jean du Barre	33
Château La Vicomtesse	33
Hunt Country Vineyards	33
Château Grand Jour	33
Château Laval	33
Bounty Hunter	33
Domaine Vaquer	33
Guy & Yvan Dufouleur	33
Curlewis	32
Vereinigte Hospitien	32
York Creek	32
Husch Vineyards	32
Domaine Monier Perréol	32
Ecco Domani	32
Clos des Religieuses	32
Kalin Cellars	32
Yugo	32
Château Houissant	32
Regnery	32
Santa Cruz Mountain Vineyard	32
Huntington Estate	32
Château de Montahut	32
Antico Portico	32
Château d'Aurilhac	32
Chaddsford	31
Domaine Courbet	31
Cooper-Garrod	31
Villa Romanti	31
Plozza	31
Château Moulis	31
Vignobles Coureau	31
Tiefenbrunner	31
La Calonica	31
Cru de l'Hopital	31
Ruskin Ridge	31
Comoara Pivniței	31
Château Plat Faisant	30
Erste+Neue	30
Norman	30
Château de Monrecueil	30
Domaine de la Ronceray	30
Ticket to Chile	30
Francois Gay et Fils	30
Erzherzog Johann	30
Ratzenberger	30
Johannishof	30
Cantina Tamburino Sardo Azienda Agricola	30
Philippe Bouzereau-Chateau de Citeaux	30
Château Grave La Cour	30
Antonio Ferrari	29
Château l'Ermitage de la Garenne	29
Colutta	29
Echelon	29
Domaine Alain Michelot	29
Diel	29
Rijckaert	29
Paul Reitz	29
Kellermeister Wines	29
Château Beau Site de la Tour	29
Francois Carillon	29
Guéfen	29
Jean-Baptiste Béjot	29
Byington Vineyard and Winery	28
Terra Burdigala	28
Boschetto di Montiano	28
Botobolar	28
Weingut Toni Jost	28
The Reserve Bank	28
Villa Mt. Eden	28
Francois Martenot	28
GWC	28
La Genestière	28
Thierry Laffay	28
Domaine Prunier Damy	28
Jean Becker	28
Château de Lidonne	28
Domaine Seilly	28
Comte de Moucheron	28
Domaine Castaing	27
Chateau Belbec	27
Torraccia di Presura	27
Château Dufilhot	27
Château Les Pradines	27
Chateau les Hauts de Plaisance	27
Lingenfelder	27
Drouet Fréres	27
Prince Florent de Mérode	27
Rappenhof	27
Geneletti	27
Château La Valliere	27
Château Haut de Domy	27
Domaine de Bellair	27
Château Mansenoble	27
Oakville Ranch	27
Château Haut-Gardere	26
Domaine Martin Noblet	26
Sant'Agnese	26
Domaine Schoffit	26
Barrel Oak	26
Château Perreau Bel Air	26
Château de Lugagnac	26
Sepp Moser	26
Nittnaus	26
Domaine Chevillon-Chezeaux	26
Louis Lequin	26
Benoit Lafont	26
Château Champs de Lalande	26
Château la Fontaine	25
Château Grand-Duroc-Milon	25
Maison Forestier	25
Cameron Hughes	25
Chateau La Fleur Canon	25
Château des Demoiselles	25
Shenandoah Vineyards	25
Diwald	25
Château de Fesles	25
Brookland Valley	25
Massucco	25
Portal d'Azenha	24
Joseph Freudenreich	24
Tenuta Baiocchi	24
Zähringer	24
Quevedo	24
Jean-Claude Regnaudot	24
La Crotta di Vegneron	24
Domaine d'Auvenay (Lalou Bize Leroy)	24
Domaine des Géléries	24
Christopher Creek	24
Château Bois des Graves	24
Bernard Bronner	24
Château Cadillac-Branda	23
Sylvain Bzikot	23
Château Moly	23
Casa Brasil Nardini	23
Koblevo (Коблево)	23
Weingut Paulinshof	23
Charles Viénot	23
Linaje	23
Antichi Massari di San Grato	23
Senorio d'Vale	23
Domaine Delarche	23
Marguerite Carillon	23
Alba Vineyard	23
Château les Templiers	23
Borghi Fioriti	22
Château Moulin de Saint Vincent	22
Juhász	22
Château Renard	22
Château La Clusière	22
Biltmore	22
Domaine Estelle du Rocan	22
Valentin Bianchi	22
Piazza Paolo Angelo	22
Pircas Negras	22
La Sclusa	22
Villa Aurora	22
Domaine d'Orfeuilles	22
Villa Spinosa	22
Mileştii Mici	22
Moselschild	22
Christoffel-Berres	21
California Spring	21
Chateau Curé-Bon	21
Domaine Jean Gros	21
Château Grand Tayac	21
Ludwig	21
Chateau Yaldara-1847	21
Joseph Swan Vineyards	21
Antico Fuoco	21
Château Labatut	21
Prince Poniatowski	20
Château Jean Voisin	20
Rio Mendoza	20
Château des Trois Chardons	20
Château Petit Fombrauge	20
Guasti Clemente	20
Château Saint Vincent	20
Domaine Castagnier	20
Château Grand Rigaud	20
Hothum	20
Mezzogiorno	20
Christian Confuron	20
Canova	20
Spalletti	20
Domaine Fabien Coche (Domaine Coche-Bizouard)	20
Bertrand Capdevigne	19
Virgin Hills	19
Lemon Creek	19
Gerard Peirazeau & Fils	19
Dessilani Luigi e Figlio	19
Cruz de Hierro	19
Pavillon des Charmes	19
Louis Violland	19
Stéphane Brocard-Closerie des Alisiers	19
Château Canon-Moueix	19
G.H. Mumm	19
Josef Valihrach	19
Terra do Vinho	19
Château Berthenon	19
J. Lebegue	19
Moraga Estate	18
Domäne Müller	18
Dominique Mugneret	18
Weingut Dr Leimbrock-C Schmidt	18
Château Lamarche Canon	18
Domaine Arnoux Pére & Fils	18
Casal Pilozzo	18
Willm	18
Domaine Charles Allexant	18
RedHeads	18
Château Beauferan	18
Les Corioles	17
Finca de Zalameña	17
Château Peychaud	17
Cobenzl	17
Pope Valley	17
André Tempé-Domaine du Meywihr	17
Prairie Berry	17
Senorio del Bierzo	17
Dufouleur Père & Fils	17
Domaine des Aubuisieres-Bernard Fouquet	17
Materne Haegelin	17
Fonte della Vigna	17
Domaine Lolicé	17
Cascina Rossa	17
Domaine de la Galopiere	17
Tudal Family	16
deLorimier	16
Longview Vineyard	16
Haut Marquis	16
La Buxynoise	16
Domaine Fleurot Larose	16
Regal	16
Henri Montagny	16
Pindar Vineyards	16
Henri Jayer	16
Bayle-Carreau	16
Aubert Lefas	16
Domaine Jean Goulley & Fils	16
André Ziltener	15
Picaraza	15
C.H.Berres	15
Paul Beaudet	15
Terre di Nano	15
Brusina Brandler	15
Tulocay	15
Château Philippe-Le-Hardi	15
Langtry Estate	15
Caveau des Byards	15
Gutiérrez de la Vega	14
Ferrari	14
Ringenbach	14
JP	14
Domaines Delon	14
Tiffán's	14
Volker Schwaab	14
Château Ligondras	14
G. Vachet Rousseau	14
Bodegas Príncipe de Viana	14
Tenuta Cerequio	14
Alain et Vincent Creusefond	14
Château Roc de Bernon	14
Havens	14
J. Bookwalter	14
Château Baury	14
Kranz Junk	13
Sommer	13
Mont Marçal	13
Domenico Fraccaroli	13
Mount Avoca	13
K Martini & Sohn	13
Le Vinali	13
Seguin-Manuel	13
Vignobles Lalande Moreau	13
Woodside	13
Lou Miranda	13
Palumbo Family	13
Vini San Nicola	13
